"Bond Rating","Cash","Earnings Before Interest","Gross Profit (Loss)","Retained Earnings","EBTI Margin (Revenue)","Dividends per Share - Pay Date - Calendar","Total Stockholders Equity","Total Market Value (Fiscal Years)","Total Revenue","Financing Activities - Net Cash Flow","Net Cash Flow","Debt to Equity Ratio","Return on Asset","Interest Coverage","Current Ratio","Return on Equity","Quick Ratio","Risk Rating"
"BB",433.663,249.159,508.594,546.457,0.415937432,1.095,820.235,2939.42,599.03,327.53,504.761,0.7235621498716831,0.14611699962819655,0.12523729827138494,1.4877967613558392,0.582016129523856,1.4877967613558392,"High Risk"
"BBB",371,504.4,955,-22.1,0.209651274,1.67,3574.2,5805.0463,2405.9,455.7,913.4,0.8532258967041576,0.059951981363063685,0.28013481363996834,0.2940880643719267,0.22765933635498856,0.20730889584264642,"Medium Risk"
"BBB",37.5,391.4,965.1,868.6,0.116232108,1.08,9,4243.4495,3367.4,-89.5,95.3,75,0.2218443575355665,0.0482881962187021,0.46357493288901236,105.13333333333333,0.03471257983893363,"Medium Risk"
"BB+",11.585,294.18,433.037,317.128,0.35315048,1.0842,1310.126,2096.9298,833.016,262.088,456.565,0.6703988776652017,0.10564601796607176,0.16425317832619485,0.019433028600184518,0.2936488551482834,0.019433028600184518,"High Risk"
"B",89.031,-22.087,2.119,-461.097,-0.075216673,0.066,1631.21,818.8487,293.645,38.126,98.54,0.18885612520766792,-0.00967952858806938,-0.9014352333952099,0.4733527952123777,-0.010906627595465925,0.2599065829805868,"High Risk"
"BBB-",27.594,291.901,335.454,-874.695,0.345281932,1.56,2952.407,4508.4501,845.399,901.484,1252.385,0.9486171791355325,0.048908820966347195,0.46287611210650187,0.12824874511991077,0.06785649810476672,0.12824874511991077,"Medium Risk"
"B",99.5,79.2,199.4,-184.9,0.080210654,0,150.5,315.964,987.4,-52.5,-37.5,2.700332225913621,0.0955137481910275,0.3851010101010101,0.705839147998531,1.1222591362126244,0.3654058024237973,"High Risk"
"B",20.084,71.547,153.209,-1107.437,0.213599276,0,150.336,433.1036,334.959,7.924,61.172,2.3290695508727115,0.12090053127492463,0.37376829217157953,0.21997809419496167,0.8412289804171987,0.21997809419496167,"High Risk"
"B-",34.7,60.9,230.8,-639.1,0.07016129,0,224.3,290.166,868,-9.7,-3.6,2.9558626839054836,0.05347734457323498,0.8949096880131363,0.40834990059642146,0.7860008916629512,0.13797216699801193,"High Risk"
"BBB-",1402.7,937.365,4619.796,-110.496,0.162638577,0.66,1893.729,10846.4391,5763.485,48.149,1415.108,0.9224060042381989,0.10391453370076152,0.10464333530695087,0.2910196163860621,2.387726543766294,0.2910196163860621,"Medium Risk"
"BBB+",3028,1519,4060,6132,0.217590603,0.528,5301,18516.9205,6981,-97,614,0.5210337672137333,0.1402455913581387,0.07439104674127715,1.48121387283237,0.7445764950009433,1.0939306358381502,"Medium Risk"
"BBB-",648.277,34.976,34.976,-264.617,0.019571263,0.48,581.922,17391.836259134452,1787.11,-53.236,130.307,0.9566574214413616,0.012713335298588542,1.084886779505947,0.4383676754668384,-0.005102058351463108,0.4174352865421765,"Medium Risk"
"BBB",124.9,1199.5,1669,1088.3,0.204951645,1.6,1521.4,7677.6224,5852.6,-351.1,385,1.5588931247535163,0.2242684864915397,0.07478115881617341,0.5426686821492372,1.038057052714605,0.08581833173010855,"Medium Risk"
"BBB",53,922,1068,-1420,0.151919591,1.715,6336,14307.7022,6069,1039,1839,0.45091540404040403,0.08186822944414847,0.1475054229934924,0.09183180280328661,0.14709595959595959,0.025616239729337846,"Medium Risk"
"A",3368,2232,2232,7926,0.088804011,1.44,18872,17391.836259134452,25134,-1940,-136,0.3914264518863925,0.00999297089412913,0.15053763440860216,0.017090113815692663,0.10046629927935566,0.017090113815692663,"Low Risk"
"BBB-",653.8,560.7,1765.2,2741,0.24137931,0,2191.4,13731.564,2322.9,-153,869.3,0.27293054668248606,0.159095423204608,0.030675940788300333,1.293685356559608,0.7976635940494661,0.8897659227000544,"Medium Risk"
"BBB-",1129,900,2280.2,1101.9,0.202351777,2,2522.3,7617.335,4447.7,-147.7,424.3,0.7013043650636324,0.1298944968031521,0.13622222222222222,0.6619526066350712,0.8554097450739404,0.4280568720379147,"Medium Risk"
"A-",10808,12249,12249,42669,0.165232288,1.325,72560,17391.836259134452,74132,2256,18632,0.3097436604189636,0.013574750896837878,0.10490652298146788,0.013389444786503519,0.15110253583241456,0.013389444786503519,"Low Risk"
"BB+",511.7,556.1,1295.5,-957.1,0.175880827,0,1647.4,4397.433,3161.8,91.4,572.7,0.596697826878718,0.14546167930944284,0.061319906491638196,1.0410867013248366,0.7656913924972685,0.4290625524065068,"High Risk"
"BB-",682.134,2100.488,3188.668,-295.574,0.440124128,0.4,3657.677,6686.4682,4772.49,1207.744,2477.816,2.593344081503096,0.11070331395069997,0.32040173521581655,0.11698926722851645,0.6877775156198866,0.11698926722851645,"High Risk"
"BB-",2116,2859,2859,3414,0.180173935,0.54,11967,9073.0679,15868,1265,2775,1.6629063257290884,0.07030616008852822,0.4015389996502274,0.3830732429661693,0.14297651875992312,0.2410297300375897,"High Risk"
"B+",6.306,-224.901,-168.977,-401.132,-0.284005354,0.36,662.934,304.4772,791.89,73.193,227.691,0.5179459795394413,-0.18996220199759276,-0.06632696164089977,0.07192478747959241,-0.27739412973237154,0.035500760006755616,"High Risk"
"B+",822,675,1043,365,0.089892129,0,1821,4693.2912,7509,-359,-75,0.46073585941790224,0.12680819086981027,0.054814814814814816,0.5103266992114157,0.5524437122460186,0.3086744273375892,"High Risk"
"BBB-",160.023,290.985,540.987,-213.022,0.224237899,0,675.927,3011.8903,1297.662,61.414,312.465,1.1036073422129904,0.1543529783703729,0.044613983538670375,0.5727103405458852,0.7811568409014583,0.36796201338269446,"Medium Risk"
"BBB-",452.5,309.7,309.7,1538.9,0.324905581,0.31,1588.1,17391.836259134452,953.2,-238.3,-19.9,0.2837982494805113,0.11087641414864671,0.10687762350661932,0.6041388518024032,0.1741703922926768,0.6041388518024032,"Medium Risk"
"BB",389.699,207.915,472.46,-83.387,0.216112358,0,748.441,1846.6655,962.069,747.648,874.071,0.8909132449986038,0.1179933385960203,0.14142317774090374,1.5938417183220412,0.5919718454761297,1.1235375522560185,"High Risk"
"B+",31.26,74.964,131.764,-766.612,0.309719961,0.1,145.558,564.907,242.038,-43.317,11.095,2.312226054218937,0.14203995323693977,0.1854756950002668,0.6847754654983571,0.8097115926297422,0.6847754654983571,"High Risk"
"BBB-",636.154,598.133,1397.891,560.126,0.321342267,0,1462.798,26511.0408,1861.358,-166.748,334.523,0.6745839138418291,0.17910104083074824,0.06976374819647135,0.9294856526526302,0.927102033226734,0.714731591128688,"Medium Risk"
"BB",610.917,993.463,1727.582,-1052.82,0.406527849,7.5737,2270.131,12799.1352,2443.776,107.401,796.821,2.025689706893567,0.12708302073071812,0.29146228898308246,0.6439381482418417,0.6334546332348222,0.6439381482418417,"High Risk"
"B+",135.118,104.528,323.112,-240.657,0.178462221,0,762.261,1286.2326,585.715,-10.917,40.419,0.8031828992956481,0.06265472170173793,0.35174307362620544,0.5636750391396093,0.3756521716315016,0.4598665849840038,"High Risk"
"BBB+",1219.5,1540,2404,5809.1,0.461866059,1.12,42.9,19580.019,3334.3,-1064.5,-45.9,59.37762237762239,0.32983508245877063,0.06974025974025974,0.586636521069848,53.53379953379953,0.586636521069848,"Medium Risk"
"BB",279.042,158.101,290.038,128.672,0.119256976,0,715.464,627.5879,1325.717,-77.141,52.669,0.5236350116847248,0.09873358275739108,0.1542115483140524,0.8299014045932939,0.3713072914919549,0.5458781642474274,"High Risk"
"BBB+",2367,4800,9265,7898,0.302743614,1.78,7914,56120.4347,15855,-2259,795,0.9512256760171848,0.21837041080933534,0.057291666666666664,0.912066065147576,1.1359615870609048,0.3619819544272825,"Medium Risk"
"B",9.338,478.655,495.657,337.468,0.804425682,0,770.862,345.0286,595.027,206.433,480.691,1.0456501941981835,0.2361692091658254,0.09718064158945379,0.020758953382388902,0.5826477372084757,0.020758953382388902,"High Risk"
"BBB",1631,5476,13462,7211,0.159911225,0.57,27853,60431.7593,34244,-2688,874,0.4977919793200014,0.08195764424156253,0.1420745069393718,0.20364983862613062,0.4553908017089721,0.06498784715304617,"Medium Risk"
"A+",4921.305,4684.639,10086.608,10886.183,0.146970551,1.95,6285.337,50946.1289,31874.678,-3165.416,320.669,0.004200729411963113,0.2612672006260634,0.003761442450528205,0.423567246277771,1.6019804506902335,0.423567246277771,"Low Risk"
"BBB-",635,829,829,464,0.218043135,1.18,2007,8007.5918,3802,-323,154,1.0672645739910314,0.05370910268869453,0.16284680337756333,0.05656007838247083,0.3457897359242651,0.05656007838247083,"Medium Risk"
"A-",323,1127,1971,3239,0.226350673,1.2,1889,10519,4979,827,1471,0.880359978824775,0.1595639246778989,0.049689440993788817,0.5787524921674737,1.0137638962413975,0.09199658217032185,"Low Risk"
"A-",21.815,49.695,49.695,94.336,0.214475303,0.66,179.835,313.3746,231.705,13.594,60.374,1.3234353713125921,0.1067791147400086,0.23950095583056644,0.532632464255677,0.21015375205049067,0.4586837678721615,"Low Risk"
"BBB-",362,1671,3342,3122,0.029233218,1.28,8690,13245.8597,57161,-1058,341,0.3285385500575374,0.07796752519596864,0.21125074805505686,0.6006091370558375,0.3439585730724971,0.036751269035532996,"Medium Risk"
"A-",1083.3,1809.7,3728.5,8371.1,0.38724242,0.86,6522.6,19247.374,4673.3,-562.4,490.4,0.21854781835464385,0.18783148411471037,0.03486765762281041,1.3354085141705208,0.5619538220954834,0.6422981145499822,"Low Risk"
"BB",2.9,295.6,967.2,273.6,0.05037749,0,444.9,2165.5421,5867.7,144.1,228.3,1.5255113508653633,0.13485401459854016,0.18301759133964815,0.8319917633845001,2.052371319397617,0.0027143391988019463,"High Risk"
"B",644.1,83.1,393.3,-219.1,0.035262667,0,1655.1,3165.0114,2356.6,1502.2,1480.9,0.3577427345779712,0.03009561060408518,0.33333333333333337,5.693813598926257,0.22089299740196966,1.253112840466926,"High Risk"
"B",301.212,360.388,856.427,1863.789,0.243519227,0,-1389.808,1408.6764,1479.916,-29.421,202.198,-1.6793686609949001,0.23785050954106654,0.3368619376893792,0.5899724108658743,-0.5288687358253803,0.5327037351443124,"High Risk"
"BB",1610,545,1859,1002,0.032910628,0,1743,17391.836259134452,16560,198,1421,0.5094664371772806,0.09335388831791709,0.06422018348623854,0.5263157894736842,1.0464716006884682,0.5263157894736842,"High Risk"
"BBB-",104.671,1225.483,4745.152,1553.004,0.124492107,0.24,2002.912,11639.2267,9843.861,575.911,1284.902,0.8169659975076289,0.1539095579475326,0.05990127974031464,0.9348820533223535,2.3324759150676613,0.024211799756658353,"Medium Risk"
"BBB",552.5,336.5,1022.6,821.7,0.140589095,0.52,1163.5,5309.8684,2393.5,-6.3,226.8,0.3039106145251397,0.15520501821871685,0.09687964338781575,1.174347158218126,0.8508809626128061,0.8486943164362519,"Medium Risk"
"B",378.461,514.722,1565.397,-1871.662,0.198833857,0,1909.745,3186.414,2588.704,-118.155,113.368,1.90179578949022,0.07706623610037257,0.40350519309452487,0.6538693538034064,0.7109347059424164,0.33278025446903553,"High Risk"
"BB+",23.781,125.116,249.773,734.666,0.070528377,0.84,1154.779,1129.7556,1773.981,-236.257,-109.332,0,0.08411713847366079,0.04637296588765625,0.07149600144308821,0.21127072799210925,0.07149600144308821,"High Risk"
"B",341,774,1691,939,0.133058277,0,2529,4914.5541,5817,-417,495,0.7781731909845789,0.09873708381171067,0.19121447028423771,0.11579892280071813,0.6101225780941083,0.10203470975463794,"High Risk"
"BB-",1113.608,3184.446,4533.694,814.838,0.578500455,0,1857.708,20638.7098,5504.656,541.712,558.195,0.499755612830434,0.4512687392362184,0.01577008999367551,0.2607651491380481,2.4134444164529625,0.2607651491380481,"High Risk"
"B+",147.1,520.9,595.3,46.9,0.17420822,1.88,-897.3,3335.8766,2990.1,-332.4,16.7,-2.6006909617742116,0.20511911793660167,0.24284891533883665,0.14947425670775924,-0.5224562576618742,0.1333393763596809,"High Risk"
"BB",574.188,415.368,496.276,320.579,0.049704294,0,2272.48,3264.165,8356.783,-233.757,126.868,0.41345358374991203,0.06783315807600936,0.0983272664239903,0.1972253231341002,0.200412764908822,0.1972253231341002,"High Risk"
"B",37.587,127.508,460.417,-1116.631,0.141456141,0,-600.284,379.5633,901.396,-7.813,113.25,-1.5145364527457004,0.08697929954337026,0.6311054992627914,0.032484076433121026,-0.6329437399630841,0.032484076433121026,"High Risk"
"B",42.389,74.714,141.065,-22.209,0.092601796,0,255.963,515.0552,806.831,35.128,83.93,1.2755671718178019,0.08364437538203874,0.26724576384613324,0.5138237281590888,0.4731074413098766,0.13639990990121315,"High Risk"
"BB-",194.2,148.6,469.6,161.2,0.121873206,0,637.4,1504.5455,1219.3,177,209.2,0.8752745528710386,0.09264339152119701,0.30349932705248994,0.8680402256561197,0.6659868214621901,0.4763306352710326,"High Risk"
"B+",131.912,236.372,409.563,-345.804,0.374414512,0.6,56.537,1614.3979,631.311,155.39,321.917,21.663760015565032,0.16165227649643524,0.2621249555784949,0.729279080053074,6.14825689371562,0.729279080053074,"High Risk"
"BB+",2182.164,1580.397,2117.35,166.992,0.290853073,6.25,211.091,15090.0656,5433.661,-235.625,862.692,34.79666115561535,0.17438168807841142,0.2205534432171157,1.4964301597732508,8.379267709187033,1.4484895553298685,"High Risk"
"BBB-",427,996,996,2610,0.284571429,0.58,5794,8095.4082,3500,-485,202,0.39920607525025886,0.08240258128567883,0.11746987951807229,0.10728643216080402,0.1517086641353124,0.10728643216080402,"Medium Risk"
"BB-",6155.5,2331.6,2331.6,1481.8,0.619546155,0.5,9063.5,17391.836259134452,3763.4,821.9,2100.2,1.69939868704143,0.04869674185463659,0.36991765311374164,0.3149226958230119,0.16208970044684723,0.262898265994704,"High Risk"
"BB-",185.123,244.599,298.844,634.115,0.385320884,0,1370.765,887.8583,634.793,-19.664,145.816,0.7831189153501876,0.08369652733270805,0.2613788282045307,0.38711653875912255,0.17137218998150666,0.38711653875912255,"High Risk"
"BB+",405.862,1626.391,1707.551,2502.676,0.606633241,0.62,4500.632,9284.858,2681.012,522.433,2141.798,0.3332865250924759,0.1863995856643439,0.04480164978778165,0.1819096694633459,0.36321254437154604,0.14895876916752918,"High Risk"
"BBB-",2634,2689,4627,-2679,0.19593413,1.83,2832,18553.946,13724,-1311,1247,1.384180790960452,0.283291192583228,0.07512086277426552,1.320802919708029,1.5625,0.9613138686131387,"Medium Risk"
"BBB+",68.055,182.043,245.553,-479.385,0.502954853,0.7176,477.885,1332.26,361.947,419.781,565.41,1.4487292967973466,0.1293165176326176,0.15730898743703411,0.31030650050522063,0.45390836707576093,0.2865232401481981,"Medium Risk"
"BBB+",745.472,422.182,699.559,2524.991,0.212233453,1.36,3185.182,17391.836259134452,1989.234,-99.738,166.523,0.10335830103271963,0.043773099277930806,0.08566921375141526,0.12160290226706989,0.20827412687877805,0.12160290226706989,"Medium Risk"
"B-",11.497,95.974,130.261,-1189.311,0.395813142,0,106.283,171.0878,242.473,-54.628,27.454,2.657960351137999,0.12786270220436396,0.3677350115656323,0.03177546846498259,0.8935389479032394,0.03177546846498259,"High Risk"
"A-",921.83,802.71,1422.604,5669.93,0.18467865,1.08,5879.94,17391.836259134452,4346.523,-686.015,176.167,0.16850342010292624,0.040224524918549734,0.0930535311631847,0.07044931566731703,0.22923856365881293,0.07044931566731703,"Low Risk"
"BB+",1160.1,398.4,612.1,3563.6,0.116685704,0.08,4075.3,3546.588,3414.3,-990.6,551.9,0.5442789487890461,0.042899599431451094,0.42444779116465864,0.3921293512393933,0.1087036537187446,0.3875526157546602,"High Risk"
"BBB-",54.609,179.562,200.322,-465.011,0.742501054,0.595,562.225,1143.6339,241.834,201.036,288.701,3.0073689359242293,0.06611230055798661,0.5099241487619874,0.117953647104564,0.19344390590955576,0.117953647104564,"Medium Risk"
"B",102.776,307.847,307.847,-5784.217,0.350811598,0,684.18,547.7897,877.528,-152.548,3.959,0.7216200415095444,0.17595681199844532,0.21066308913193896,0.1797851869992653,0.355162384167909,0.1797851869992653,"High Risk"
"BB+",78.1,1465.164,1676.178,2309.712,0.479577992,0,5703.044,5507.337,3055.111,423.855,2239.157,0.9869785328677106,0.10450897549585206,0.11925354431312808,0.029058518871294202,0.2632720350746023,0.029058518871294202,"High Risk"
"BB+",114.605,790.111,2656.631,1662.936,0.117226038,0,2720.657,8533.0984,6740.064,519.003,889.9,0.6619897326270823,0.14176229193475112,0.08168725660065485,1.4722064290400176,0.9527437674061816,0.10896186501107637,"High Risk"
"BBB-",130.481,737.18,737.18,1707.695,0.625759726,0.4,1725.678,17391.836259134452,1178.056,-180.727,176.722,16.238809905440064,0.024492540951778982,0.37065167259014087,0.37332551286086235,0.26884679528857636,0.37332551286086235,"Medium Risk"
"B",0,5.202,24.238,-575.274,0.013948363,0,790.37,730.6997,372.947,-131.638,37.569,0.24800283411566737,0.004246305298086224,3.93521722414456,0,0.004766122195933549,0,"High Risk"
"BB+",701.514,264.336,264.336,1550.596,0.12117306,0.2,2139.876,17391.836259134452,2181.475,2043.948,2751.734,0.30200020935792543,0.006009038381546023,0.18344833847830033,0.0170255429013276,0.10086752690342805,0.0170255429013276,"High Risk"
"BB-",62.5,366.4,1226.6,981.1,0.122550003,0,202.7,3344.019,2989.8,-238.1,-12.9,7.577207696102616,0.1376098550289191,0.2418122270742358,0.3068904981347378,5.614208189442526,0.06857581742374369,"High Risk"
"BB+",266.8,305.7,417.1,574,0.238362573,2.4,653.6,2918.2695,1282.5,64.6,307.5,0.9524173806609547,0.18672123137063276,0.06575073601570168,1.2899473829963999,0.6074051407588739,0.7388535031847133,"High Risk"
"B+",167.7,196.5,398.9,-618.7,0.118953932,0.6,781.1,1508.6665,1651.9,89.6,177.3,0.4413007297401101,0.11963470319634703,0.10127226463104325,1.1443777820785754,0.4852131609268981,0.3245597058254306,"High Risk"
"A",75,1644,1644,3864,0.815880893,0.44,5758,17391.836259134452,2015,-585,-8,0.22629385203195554,0.11015075376884421,0.05596107055961071,0.009537131230925738,0.2695380340395971,0.009537131230925738,"Low Risk"
"BB+",4918,132,132,5625,0.013797429,0,16797,4221.95,9567,205,2643,0.4080490563791153,0.0011853661164891612,3.628787878787879,0.05607306144321434,-0.020658450913853665,0.05607306144321434,"High Risk"
"A",5137,5514,5514,12909,0.582075372,0.44,6824,17391.836259134452,9473,-2339,1068,0.21995896834701056,0.35971035292582687,0.008705114254624592,0.7334380354083381,0.8009964830011723,0.7334380354083381,"Low Risk"
"B",9.517,112.619,250.063,-503.006,0.207427449,0,-74.11,245.5526,542.932,20.693,27.585,-6.2715557954392125,0.18958023311404543,0.3264813219794173,0.4576240350100801,-2.878086627985427,0.0467964793234007,"High Risk"
"B",23.666,569.205,656.204,118.894,0.59997913,0.4,509.308,557.0987,948.708,126.395,637.818,2.6704018000895333,0.21010798023112415,0.1527077239307455,0.028182532688689355,1.1177558569667077,0.028182532688689355,"High Risk"
"BBB-",227.116,107.557,117.5,1.566,0.748665298,1.24,658.864,17391.836259134452,143.665,-8.167,-34.698,0.9261046285728163,0.08278563418289239,0.31573956134886616,7.525381047051027,0.12679399694018795,7.525381047051027,"Medium Risk"
"B",70.091,54.03,126.51,-166.78,0.064341114,0,58.836,194.1323,839.743,0.514,10.033,4.249099190971514,0.12223622382147133,0.38341662039607627,1.1553311308004204,1.7981167992385612,0.526287730890524,"High Risk"
"BBB+",880.601,1315.064,1508.423,2476.095,0.297839129,0.582,3201.888,8118.3723,4415.35,164.64,1197.016,0.239131100150911,0.2522183586849994,0.03377097996751489,1.1283240936113539,0.457233981950649,0.7064985598870374,"Medium Risk"
"BBB-",48.014,191.223,615.802,822.971,0.141550412,3.78,2970.168,5053.7881,1350.918,632.422,884.037,0.7969902712573834,0.02886303000005434,0.38277822228497616,0.05908745010948735,0.1826852891822954,0.037283160690158565,"Medium Risk"
"BBB-",3506.319,5178.269,6838.429,3021.947,0.355068748,2,9020.582,46426.6853,14583.849,-3721.786,1111.058,1.0967045141876655,0.23156875747902966,0.05474590060887141,1.0289406066933473,0.7266648648612695,1.0168548808073778,"Medium Risk"
"B+",6.679,252.441,393.077,-35.556,0.39708339,1.5495,326.913,1401.658,635.738,60.204,247.989,4.150195923686118,0.11369859003317172,0.32695560546820845,0.012446887812150578,0.9499163385977307,0.012446887812150578,"High Risk"
"BBB",2374.6,2235.4,2719.6,10695.2,0.246847324,1,10720.6,16778.201,9055.8,-2340,-46.3,0.35240564893755943,0.12226658644642564,0.07287286391697236,1.081518866927386,0.2384847862992743,0.627470669062467,"Medium Risk"
"BB",72.6,123,206.2,19.8,0.136257893,1.02,288.7,1009.402,902.7,10.2,104.7,0.8067197783165917,0.16835477689570216,0.09349593495934959,0.8799043062200956,0.6744024939383445,0.34736842105263155,"High Risk"
"B",109.9,183.8,221.7,-932.2,0.322909346,0.2994,816.5,328.788,569.2,-182.4,-117.4,2.1174525413349663,0.06301858328190359,0.97170837867247,0.34806034482758624,0.05278628291488058,0.2960668103448276,"High Risk"
"BB-",284.763,356.822,356.822,1031.149,0.436401039,0,1077.721,3847.6912,817.647,526.707,823.12,0.8479059051461371,0.0866420435189167,0.10100834589795472,0.1349440582306194,0.2976466079811008,0.1349440582306194,"High Risk"
"BB",860,1247,2355,-1546,0.107704267,0.5,1951,5545.0393,11578,1197,1957,2.5315222962583293,0.1133430285402654,0.17722534081796312,0.7016050583657587,1.0937980522808817,0.20914396887159534,"High Risk"
"B+",165.904,275.537,329.452,115.821,0.583405146,0,1029.488,548.0754,472.291,-121.103,140.614,0.7802150195048412,0.1227618463753807,0.25268112812435356,0.4029045340845618,0.25238662325350075,0.4029045340845618,"High Risk"
"BB-",250.187,220.016,834.511,-643.038,0.117726503,0,1069.898,4222.0796,1868.874,-128.071,70.996,0.7954403130018002,0.08141976868845621,0.16940586139189878,0.4797535008263616,0.7451542109621665,0.3205347648392759,"High Risk"
"BB+",153.156,514.005,1342.163,1308.344,0.230413476,0,2159.546,8372.8351,2230.794,-397.861,230.238,0.8363322661337151,0.09610390338847101,0.10774797910526163,0.11075868353112187,0.5958567217368836,0.11075868353112187,"High Risk"
"B",17.773,60.141,360.597,-340.873,0.037492145,0,40.2,674.8126,1604.096,30.424,57.917,8.801741293532338,0.10314630444290086,0.5046307843235065,0.8248465933135845,8.215124378109453,0.09401713922979264,"High Risk"
"BB-",51.1,113.6,222.5,-42.3,0.073054662,1,83.9,532.4601,1555,516.1,551.6,9.613825983313468,0.08779658397094056,0.32746478873239443,0.7245909766980665,2.2085816448152564,0.12667327714427368,"High Risk"
"A",652,1910,2422,3164,0.452499408,2.6,12392,17391.836259134452,4221,-1334,180,0.18132666236281472,0.027973461825744374,0.050261780104712044,0.012192613370733988,0.18770174306003873,0.012192613370733988,"Low Risk"
"B",29.319,86.932,145.078,-29.599,0.064073942,0.6,322.07,635.1275,1356.745,67.886,40.771,0.7614555841897724,0.09359069734392848,0.33995536741361065,1.0263760579742214,0.35869531468314336,0.08109476129888808,"High Risk"
"BB",326.577,388.001,716.473,842.96,0.402662756,0,618.906,1531.3352,963.588,-33.599,286.063,1.26173764675088,0.22310345303454415,0.06408230906621375,0.9625022104332449,1.1174701812553118,0.9625022104332449,"High Risk"
"B+",0,345.157,380.28,-578.182,0.628658906,0.42,572.135,995.5051,549.037,96.729,440.736,1.2254800003495678,0.21319766540473997,0.11298046975724092,0,0.5965095650502067,0,"High Risk"
"BB-",267.27,307.485,605.572,55.99,0.094786138,0,548.714,986.2173,3243.987,49.411,220.46,1.365164730624697,0.14417186687528458,0.1483129258337805,0.5220291459584351,1.0205097737619233,0.3216284191145501,"High Risk"
"BB",51.981,366.876,681.653,581.488,0.124529293,0,1759.257,3648.9664,2946.102,885.189,1097.146,0.8216468656938696,0.0939983663865064,0.11457822261472542,0.9252699567496347,0.3635722353243444,0.07444361699080572,"High Risk"
"BB-",62.508,169.912,891.136,344.953,0.133764119,0,232.457,1308.0313,1270.236,169.608,318.188,1.8437861626021157,0.1718044257496322,0.04516455577004567,0.23564731508665596,3.8005394546088094,0.1973292925466427,"High Risk"
"BBB-",567.6,174.9,862.7,-2278.7,0.070844135,0.71,778.7,2512.6862,2468.8,-163.5,205,0.8301014511365095,0.0323601243339254,0.27958833619210977,0.14486016533909593,1.0450751252086812,0.1426238158655175,"Medium Risk"
"B",661,1245,2255,-2113,0.09380651,0,-1133,2578.8406,13272,502,1443,-4.176522506619594,0.11692336589030804,0.25863453815261045,0.11689601361895305,-1.706090026478376,0.0937721662647184,"High Risk"
"BBB",367,3911,5603,3441,0.624261772,0,5604,22716.694,6265,-734,584,1.0788722341184869,0.24422380417135006,0.08386601892099207,0.10146530273707492,0.9412919343326196,0.10146530273707492,"Medium Risk"
"BB",1279,314,476,133,0.180771445,1,1788,2749.1372,1737,-132,9,1.3282997762863535,0.06199407699901283,0.43312101910828027,2.2716186252771617,0.19015659955257272,1.417960088691796,"High Risk"
"BB-",53.2,236.6,565.2,-1345.7,0.140066304,0,681,1008.3181,1689.2,-142,29.7,1.1732745961820852,0.1062702120014373,0.21005917159763315,0.37928724544480175,0.7569750367107195,0.07127545551982852,"High Risk"
"B",93.452,52.765,84.117,-108.053,0.116262929,0.32,-118.084,144.7159,453.842,57.503,62.261,-3.2193777311066696,0.12874756303177148,0.3665118923528854,0.6363359501894965,-0.5485755902577828,0.6324580400649702,"High Risk"
"A",3028,3059,6154,9365,0.248780091,2.26,9305,17391.836259134452,12296,-1657,742,1.0271896829661473,0.020556414219474496,0.10722458319712325,0.02330180766004602,0.6261149919398173,0.02330180766004602,"Low Risk"
"BBB-",443,377,733,-435,0.074461782,1.28,998,3063.6,5063,-478,-67,1.1663326653306614,0.11490399268515697,0.1989389920424403,0.4584450402144772,0.6593186372745491,0.3958891867739053,"Medium Risk"
"BB-",88.109,204.132,233.552,255.594,0.278486124,1.6,495.416,1099.628,733.006,177.479,314.278,0.6022050155828637,0.17119293799359112,0.03733858483726216,0.5145265270287219,0.45604098373891844,0.22101843722563652,"High Risk"
"B+",431.159,1308.487,1534.507,889.102,0.086348414,3.08,2787.644,3634.4738,15153.573,-393.68,343.953,0.5533439707509281,0.23026372982026758,0.0759709496540661,0.8206427140100118,0.5148074861782924,0.3188126206197916,"High Risk"
"BB-",1382.029,435.521,1866.681,-1112.613,0.063422642,0,1483.847,5253.1753,6866.964,240.864,510.273,1.3585733569566134,0.0727279133639405,0.24410303980749493,0.601297128126428,1.1863547926437163,0.5957689223792322,"High Risk"
"BB-",15.861,307.972,493.993,-25.437,0.282436364,0.5,133.367,989.6669,1090.412,136.579,294.897,7.380626391836062,0.22664931807677927,0.1719409556712948,0.621518042306097,3.3069649913396866,0.06578598092077977,"High Risk"
"BBB",492.8,1855.9,2644.9,2639.6,0.288954973,0.96,6691.5,17720.78,6422.8,-198.1,966.8,0.7553762235672122,0.12781240315416137,0.09310846489573792,0.1776239907727797,0.3694388403198087,0.1776239907727797,"Medium Risk"
"B",0,157.144,288.482,59.669,0.161553606,0.2967,540.394,1368.5012,972.705,66.18,112.2,0.6806348701132877,0.14442320417616353,0.15097617471872932,0.7865521458750279,0.48993327090974376,0,"High Risk"
"BB-",161.1,181.3,404.6,-1234.4,0.153034524,0.07,351.6,1322.8211,1184.7,-65.2,82.4,1.4203640500568826,0.13765089970389494,0.27578599007170435,0.7704355288564686,1.0085324232081911,0.3456339841235786,"High Risk"
"B",268.4,319.1,732.6,-333.3,0.132346232,0,2283.2,1486.464,2411.1,3484.2,3667.3,1.677689208128942,0.04127485092677627,0.5756816045126919,0.40132311116606895,0.24040819901892077,0.1659453443798689,"High Risk"
