"Bond Rating","Cash","Earnings Before Interest","Gross Profit (Loss)","Retained Earnings","EBTI Margin (Revenue)","Dividends per Share - Pay Date - Calendar","Total Stockholders Equity","Total Market Value (Fiscal Years)","Total Revenue","Financing Activities - Net Cash Flow","Net Cash Flow","Debt to Equity Ratio","Return on Asset","Interest Coverage","Current Ratio","Return on Equity","Quick Ratio","Risk Rating"
"BB+",357,1762,3627,-718,0.285482826,1.09,4627,16884.9508,6172,-462,717,1.518910741301059,0.11514082206103378,0.1765039727582293,0.09786184210526316,0.7166630646207046,0.09786184210526316,"High Risk"
"BBB-",320.686,2935.013,3432.848,-2835.531,0.615111214,1.7,6712.818,41095.6508,4771.516,5589.101,7772.153,2.542718572140642,0.10909096518203502,0.20394083433361282,0.10269674795446175,0.42221895484132,0.10269674795446175,"Medium Risk"
"B+",58.445,-10.732,18.194,41.528,-0.04716865,0.3,471.696,285.7465,227.524,-49.665,41.29,0.5600111088497676,-0.012242644374680587,-2.086284010436079,0.43693520886615517,-0.008895559852108163,0.4152102870133561,"High Risk"
"BB-",335.5,58.7,92.9,-843.7,0.082339739,0,2099.6,1181.9681,712.9,45.7,308.3,0.37511907029910463,0.01597061624268807,1.0374787052810903,0.610681212736268,0.015240998285387683,0.4255993910947609,"High Risk"
"BB+",207.5,176,176,69,0.387836051,0,379.6,996.4691,453.8,-136.1,0,1.167017913593256,0.17633503656948202,0.19431818181818183,1.1823361823361824,0.37355110642781875,1.1823361823361824,"High Risk"
"BB-",556.511,502.766,589.433,-342.794,0.295406379,0,4247.611,1957.3882,1701.947,-80.409,633.528,0.23025036897211162,0.0741537523038185,0.17120688352036534,0.45113740173183564,0.11850331868902308,0.35801842487873287,"High Risk"
"BB",523.172,659.039,973.465,-462.234,0.228467834,0,1225.133,1440.9904,2884.603,9.643,587.588,1.239952723500224,0.16348051497035695,0.14638890869887822,0.5915629418985907,0.7158316688881943,0.4064861001041133,"High Risk"
"BBB",62.483,123.175,123.175,765.415,0.083000232,1.72,687.595,917.029,1484.032,-48.948,23.559,0.4020433540092641,0.05160779167672217,0.11228739598132738,0.04391829677165409,0.15902384397792296,0.04391829677165409,"Medium Risk"
"BBB+",10.974,710.388,943.637,1247.324,0.335518047,0.535,1991.784,6892.2163,2117.287,-109.844,467.155,1.077991890686942,0.13869894907999106,0.09042382472676903,0.011165033727070171,0.44151424049997384,0.011165033727070171,"Medium Risk"
"B-",12.865,35.699,239.53,-37.635,0.058498688,0,81.606,80,610.253,-335.72815544041475,0,1.801681248927775,0.12791718473980485,0.4925628168856271,1.7653914767096133,2.719726490699213,0.2550049554013875,"High Risk"
"BBB",1035.573,703.743,1398.772,3831.043,0.193148253,0.665,3406.842,8597.412,3643.538,-460.664,311.958,0.00016760389827294602,0.13216694724838357,0.00446469805028256,0.5401373849909245,0.4096550412376036,0.5401373849909245,"Medium Risk"
"B-",31.657,228.034,762.124,-1376.844,0.195121158,0,16.032,77.2771,1168.679,-50.085,32.347,151.27869261477048,0.07538844883953813,0.6213064718419183,0.054258291198903075,38.70041167664671,0.054258291198903075,"High Risk"
"B",10.504,44.168,91.402,20.491,0.117751189,0,117.956,133.4174,375.096,-13.471,18.891,2.0993675607853777,0.10617818164334823,0.5031697156312263,2.486187735661838,0.586472922106548,0.20845405834490968,"High Risk"
"BB",545.3,219.5,450.2,-1818.2,0.038923961,0,1091,1582.4851,5639.2,-140.7,55.6,0.22969752520623282,0.08403522205206738,0.02870159453302961,1.0547071788413098,0.40687442713107225,0.42923488664987397,"High Risk"
"BBB+",32.4,2563.3,3546.4,3107.8,0.281217773,1.14,7776.6,15202.944,9115,-239.7,1440,0.9732659517012575,0.12456991233015183,0.12952053992899776,0.01360882279860089,0.4133425918781986,0.006192778913970068,"Medium Risk"
"BB+",204.7,381.4,1073.1,1744.4,0.129261845,0.3,1339.1,2409.352,2950.6,-135.1,114.2,0.25196027182435965,0.16174038420762477,0.04771893025694809,0.3003227699530516,0.7877679038159958,0.3003227699530516,"High Risk"
"BBB-",178.81,2051.924,2362.845,-2462.795,0.560045701,3.345,7089.221,28854.5894,3663.851,-935.476,861.249,1.712884814847781,0.0931158643407713,0.2592362095282281,0.06376961483594865,0.2582670225684881,0.06376961483594865,"Medium Risk"
"BBB+",1832,2939,7460,8239,0.342062384,0,6576,32536.32,8592,-4554,-521,1.0308698296836982,0.16525161653078438,0.04899625723035046,0.41354401805869073,1.112530413625304,0.41354401805869073,"Medium Risk"
"BBB+",75105,18085,18085,82668,0.461658243,2.55,86728,17391.836259134452,39174,29118,36079,2.143967346185776,0.02099501390186848,0.2753663256842687,0.6273437526561113,0.15110460289641178,0.12767183553018532,"Medium Risk"
"BBB",1323.80683704529,336.822,377.497,-125.876,0.326083736,0.4602,2291.864,2791.5308,1032.931,156.298,418.168,0.6524811245344401,0.06747607290065057,0.1994584676772895,1.1472786665467247,0.13539852277447528,1.1230979944560493,"Medium Risk"
"CCC+",19.443,39.102,39.102,-623.896,0.266182888,0,-98.548,23.5451,146.899,-0.336,-2.166,-2.810884036205707,0.08655787348586809,1.2689632243874995,0.0711442057887226,0.10671956812923647,0.0711442057887226,"Highest Risk"
"BB-",282.5,524.9,802.2,-152.3,0.134482847,0,301.5,1441.334,3903.1,-143.6,234,4.56285240464345,0.16389296531051925,0.19756144027433797,0.336283185840708,2.3167495854063027,0.18518518518518517,"High Risk"
"B+",9.169,97.188,123.667,-250.701,0.236249872,0,389.069,445.5839,411.378,4.583,69.373,1.1699390082478942,0.09508584220062852,0.3906552249248878,0.05155468091087996,0.22026941236644393,0.05155468091087996,"High Risk"
"BBB",535,2464,3481,594,0.162479393,1,2733,23850.7718,15165,-284,1419,1.447493596780095,0.20579637517748267,0.05154220779220779,0.32475397426192276,1.2272228320526894,0.10124905374716124,"Medium Risk"
"BBB-",13.719,150.967,150.967,-25.109,0.396263807,0.28,-276.327,925.6438,380.976,-122.794,48.671,-0.8301577478856572,1.4512290078537304,0.05720455463776851,0.09331611022787492,-0.5150817690634647,0.09087837837837837,"Medium Risk"
"BB",113.329,222.577,601.177,361.156,0.239733788,1.5,43.677,2020.1607,928.434,-58.492,89.762,12.739382283581747,0.16628192255511928,0.09271398212753339,0.15346667388890392,13.291686700093873,0.15346667388890392,"High Risk"
"BBB+",1477.265,3501.342,8561.748,9436.717,0.379590951,0,8795.469,63252.8194,9223.987,-729.996,2372.235,0.7001835831608298,0.20098888813945578,0.045762167763103406,0.5988928348454997,0.9552098927299956,0.5988928348454997,"Medium Risk"
"BB-",72.578,-8.697,-8.697,2264.236,-0.002976348,0.145,4855.776,1809.5266,2922.037,385.957,891.806,0.5659661813065512,-0.000795707042935975,-23.200873864550996,0.051118487516236114,-0.04334528610874969,0.021821931976716218,"High Risk"
"BB-",284,728.7,953.4,1652.3,0.139750302,0,2308.8,3165.9622,5214.3,341.7,968.8,1.14509702009702,0.12151480789754536,0.15699190338959793,0.4376993408462683,0.3633922383922382,0.301934935147778,"High Risk"
"B-",67.376,112.733,316.451,-1055.721,0.250039369,0,-71.824,85.8343,450.861,177.104,218.856,-14.213034640231678,0.08372149326710851,0.7099784446435382,0.17444979545336856,-3.2915599242593006,0.17444979545336856,"High Risk"
"BB",160.279,438.71,1493.661,1431.301,0.058350836,0,1773.871,1842.1603,7518.487,-67.815,215.234,0.821232772845376,0.09563317111451412,0.15917576531193725,0.7151777356849623,0.8026677249924037,0.11813102985723657,"High Risk"
"B+",236.866,107.671,198.74,-37.489,0.29058332,0,761.195,1287.3602,370.534,-90.958,0.793,0.3917682065699328,0.09504888788449112,0.18946605864160262,3.227496934187219,0.23428950531729714,3.227496934187219,"High Risk"
"BB+",1440.882,580.612,1609.336,900.137,0.256515247,0.16,2533.535,4313.0777,2263.46,-83.677,363.822,0.3141081532325387,0.14378068524963486,0.06967820162173707,2.0899018114101913,0.6192454416457638,2.0327323514474354,"High Risk"
"BB-",3.925,117.9,205.878,-48.157,0.120958186,0,134.007,783.1069,974.717,27.297,131.558,2.032453528547016,0.1714046458073464,0.18434266327396098,0.14441878641466532,1.3741371719387796,0.013944152337643881,"High Risk"
"BBB-",2567,4047,6091,-150,0.37911007,1.365,18252,65871.7872,10675,11438,11634,0.928172255095332,0.07603712610852247,0.14084507042253522,0.238533636514891,0.3024873986412448,0.14236592535078477,"Medium Risk"
